State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
MD,MD,2015,January,Natural & semi-synthetic opioids (T40.2),400,403,100,0.008585164835165,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,Natural & semi-synthetic opioids (T40.2),406,409,100,0.008553405324495,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,Natural & semi-synthetic opioids (T40.2),403,406,100,0.008543722499893,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,Natural & semi-synthetic opioids (T40.2),405,408,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,Natural & semi-synthetic opioids (T40.2),403,406,100,0.010616838305553,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,Natural & semi-synthetic opioids (T40.2),394,397,100,0.010570601044375,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,Natural & semi-synthetic opioids (T40.2),393,396,100,0.010551639724813,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,Natural & semi-synthetic opioids (T40.2),394,397,100,0.010535853509493,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,Natural & semi-synthetic opioids (T40.2),401,404,100,0.014741497314942,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,Natural & semi-synthetic opioids (T40.2),418,422,100,0.01889565399958,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,Natural & semi-synthetic opioids (T40.2),418,422,100,0.021015909043146,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,Natural & semi-synthetic opioids (T40.2),408,412,100,0.021203511301472,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,Natural & semi-synthetic opioids (T40.2),394,398,100,0.02145232221388,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,Natural & semi-synthetic opioids (T40.2),404,408,100,0.02141969755387,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,Natural & semi-synthetic opioids (T40.2),431,435,100,0.021418321231982,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,Natural & semi-synthetic opioids (T40.2),472,476,100,0.019190583820206,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Natural & semi-synthetic opioids (T40.2),508,513,100,0.023377396183109,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Natural & semi-synthetic opioids (T40.2),551,556,100,0.025466893039049,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Natural & semi-synthetic opioids (T40.2),573,578,100,0.027475430624538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Natural & semi-synthetic opioids (T40.2),603,609,100,0.027340792462354,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Natural & semi-synthetic opioids (T40.2),633,639,100,0.025068939583856,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Natural & semi-synthetic opioids (T40.2),632,638,100,0.022895202414403,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Natural & semi-synthetic opioids (T40.2),665,670,100,0.018613885958925,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Natural & semi-synthetic opioids (T40.2),694,699,100,0.0164379058108,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Natural & semi-synthetic opioids (T40.2),713,718,100,0.016316208113234,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Natural & semi-synthetic opioids (T40.2),709,715,100,0.01829677366891,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Natural & semi-synthetic opioids (T40.2),714,720,100,0.020206510537695,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Natural & semi-synthetic opioids (T40.2),704,710,100,0.02017105050831,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Natural & semi-synthetic opioids (T40.2),693,699,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Natural & semi-synthetic opioids (T40.2),663,669,100,0.024167237281991,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,July,Natural & semi-synthetic opioids (T40.2),643,649,100,0.022208762366243,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,August,Natural & semi-synthetic opioids (T40.2),613,618,100,0.024218450422814,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,September,Natural & semi-synthetic opioids (T40.2),595,600,100,0.024201843373737,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,October,Natural & semi-synthetic opioids (T40.2),590,595,100,0.02624830900317,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,November,Natural & semi-synthetic opioids (T40.2),580,586,100,0.032297785583076,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,December,Natural & semi-synthetic opioids (T40.2),541,547,100,0.036239178578619,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2018,January,Natural & semi-synthetic opioids (T40.2),538,540,100,0.038029663137247,Underreported due to incomplete data.
MD,MD,2018,February,Natural & semi-synthetic opioids (T40.2),542,547,100,0.038025096563732,Underreported due to incomplete data.
MD,MD,2018,March,Natural & semi-synthetic opioids (T40.2),526,533,100,0.040056078509914,Underreported due to incomplete data.
MD,MD,2018,April,Natural & semi-synthetic opioids (T40.2),511,518,100,0.044127971116237,Underreported due to incomplete data.
MD,MD,2018,May,Natural & semi-synthetic opioids (T40.2),500,506,100,0.048165689973509,Underreported due to incomplete data.
MD,MD,2018,June,Natural & semi-synthetic opioids (T40.2),501,508,100,0.044120891242003,Underreported due to incomplete data.
MD,MD,2018,July,Natural & semi-synthetic opioids (T40.2),474,482,100,0.047936723524947,Underreported due to incomplete data.
MD,MD,2015,January,Number of Deaths,46592,,100,0.008585164835165,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,February,Number of Deaths,46765,,100,0.008553405324495,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,March,Number of Deaths,46818,,100,0.008543722499893,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,April,Number of Deaths,46928,,100,0.010654619843164,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,May,Number of Deaths,47095,,100,0.010616838305553,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,June,Number of Deaths,47301,,100,0.010570601044375,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,July,Number of Deaths,47386,,100,0.010551639724813,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,August,Number of Deaths,47457,,100,0.010535853509493,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,September,Number of Deaths,47485,,100,0.014741497314942,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,October,Number of Deaths,47630,,100,0.01889565399958,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,November,Number of Deaths,47583,,100,0.021015909043146,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2015,December,Number of Deaths,47162,,100,0.021203511301472,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,January,Number of Deaths,46615,,100,0.02145232221388,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,February,Number of Deaths,46686,,100,0.02141969755387,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,March,Number of Deaths,46689,,100,0.021418321231982,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,April,Number of Deaths,46898,,100,0.019190583820206,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,May,Number of Deaths,47054,,100,0.023377396183109,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,June,Number of Deaths,47120,,100,0.025466893039049,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,July,Number of Deaths,47315,,100,0.027475430624538,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,August,Number of Deaths,47548,,100,0.027340792462354,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,September,Number of Deaths,47868,,100,0.025068939583856,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,October,Number of Deaths,48045,,100,0.022895202414403,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,November,Number of Deaths,48351,,100,0.018613885958925,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2016,December,Number of Deaths,48668,,100,0.0164379058108,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,January,Number of Deaths,49031,,100,0.016316208113234,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,February,Number of Deaths,49189,,100,0.01829677366891,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,March,Number of Deaths,49489,,100,0.020206510537695,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,April,Number of Deaths,49576,,100,0.02017105050831,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,May,Number of Deaths,49556,,100,0.020179191218016,Numbers may differ from published reports using final data. See Technical Notes.
MD,MD,2017,June,Number of Deaths,49654,,100,0.024167237281991,Numbers may differ from published reports using final data. See Technical Notes.
